ประเภทสัตว์,size,น้ำหนัก (กก.),อายุ (ปี),อายุ (เดือน),ชื่อของผลิตภัณฑ์,ชนิดของอาหาร,ประเภทอาหาร,ปริมาณอาหาร (กก.),งบประมาณ (บาท),ปริมาณที่กิน (g)/วัน,ปริมาณที่กิน (g)/ครั้ง,ความถี่,สัดส่วนของสารอาหารต่อ 100 กรัม (Protein),สัดส่วนของสารอาหารต่อ 100 กรัม (Fat),สัดส่วนของสารอาหารต่อ 100 กรัม (Fiber),สัดส่วนของสารอาหารต่อ 100 กรัม (Calcium),สัดส่วนของสารอาหารต่อ 100 กรัม (Ash),สัดส่วนของสารอาหารต่อ 100 กรัม (Phosphorus),สัดส่วนของสารอาหารต่อ 100 กรัม (Omega-6 fatty acids),สัดส่วนของสารอาหารต่อ 100 กรัม (Moisture)
หมา,ใหญ่,13,0,4,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,รักษาสมดุลระบบทางเดินอาหาร,15,"3,550.00",227,75.7,3,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,1,0,5,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,รักษาสมดุลระบบทางเดินอาหาร,15,"3,550.00",238,79.3,3,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,5,0,5,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,รักษาสมดุลระบบทางเดินอาหาร,15,"3,550.00",249,83,3,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,9,0,5,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,รักษาสมดุลระบบทางเดินอาหาร,15,"3,550.00",260,86.7,3,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,13,0,5,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,รักษาสมดุลระบบทางเดินอาหาร,15,"3,550.00",271,90.3,3,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,1,0,6,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,รักษาสมดุลระบบทางเดินอาหาร,15,"3,550.00",282,141,2,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,5,0,6,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,รักษาสมดุลระบบทางเดินอาหาร,15,"3,550.00",293,146.5,2,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,9,0,6,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,รักษาสมดุลระบบทางเดินอาหาร,15,"3,550.00",304,152,2,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,13,0,6,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,รักษาสมดุลระบบทางเดินอาหาร,15,"3,550.00",315,157.5,2,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,1,0,9,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,รักษาสมดุลระบบทางเดินอาหาร,15,"3,550.00",326,163,2,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,5,0,9,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,รักษาสมดุลระบบทางเดินอาหาร,15,"3,550.00",337,168.5,2,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,9,0,9,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,รักษาสมดุลระบบทางเดินอาหาร,15,"3,550.00",348,174,2,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,13,0,9,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,รักษาสมดุลระบบทางเดินอาหาร,15,"3,550.00",359,179.5,2,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,1,0,2,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,เสริมความแข็งแรงของกระดูกแลข้อต่อ,15,"3,550.00",106,35.3,3,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,5,0,2,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,เสริมความแข็งแรงของกระดูกแลข้อต่อ,15,"3,550.00",117,39,3,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,9,0,2,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,เสริมความแข็งแรงของกระดูกแลข้อต่อ,15,"3,550.00",128,42.7,3,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,13,0,2,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,เสริมความแข็งแรงของกระดูกแลข้อต่อ,15,"3,550.00",139,46.3,3,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,1,0,3,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,เสริมความแข็งแรงของกระดูกแลข้อต่อ,15,"3,550.00",150,50,3,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,5,0,3,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,เสริมความแข็งแรงของกระดูกแลข้อต่อ,15,"3,550.00",161,53.7,3,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,9,0,3,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,เสริมความแข็งแรงของกระดูกแลข้อต่อ,15,"3,550.00",172,57.3,3,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,13,0,3,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,เสริมความแข็งแรงของกระดูกแลข้อต่อ,15,"3,550.00",183,61,3,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,1,0,4,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,เสริมความแข็งแรงของกระดูกแลข้อต่อ,15,"3,550.00",194,64.7,3,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,5,0,4,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,เสริมความแข็งแรงของกระดูกแลข้อต่อ,15,"3,550.00",205,68.3,3,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,9,0,4,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,เสริมความแข็งแรงของกระดูกแลข้อต่อ,15,"3,550.00",216,72,3,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,13,0,4,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,เสริมความแข็งแรงของกระดูกแลข้อต่อ,15,"3,550.00",227,75.7,3,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,1,0,5,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,เสริมความแข็งแรงของกระดูกแลข้อต่อ,15,"3,550.00",238,79.3,3,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,5,0,5,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,เสริมความแข็งแรงของกระดูกแลข้อต่อ,15,"3,550.00",249,83,3,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,9,0,5,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,เสริมความแข็งแรงของกระดูกแลข้อต่อ,15,"3,550.00",260,86.7,3,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,13,0,5,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,เสริมความแข็งแรงของกระดูกแลข้อต่อ,15,"3,550.00",271,90.3,3,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,1,0,6,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,เสริมความแข็งแรงของกระดูกแลข้อต่อ,15,"3,550.00",282,141,2,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,5,0,6,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,เสริมความแข็งแรงของกระดูกแลข้อต่อ,15,"3,550.00",293,146.5,2,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,9,0,6,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,เสริมความแข็งแรงของกระดูกแลข้อต่อ,15,"3,550.00",304,152,2,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,13,0,6,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,เสริมความแข็งแรงของกระดูกแลข้อต่อ,15,"3,550.00",315,157.5,2,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,1,0,9,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,เสริมความแข็งแรงของกระดูกแลข้อต่อ,15,"3,550.00",326,163,2,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,5,0,9,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,เสริมความแข็งแรงของกระดูกแลข้อต่อ,15,"3,550.00",337,168.5,2,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,9,0,9,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,เสริมความแข็งแรงของกระดูกแลข้อต่อ,15,"3,550.00",348,174,2,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,ใหญ่,13,0,9,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์ใหญ่,เม็ด,เสริมความแข็งแรงของกระดูกแลข้อต่อ,15,"3,550.00",359,179.5,2,28% - 30%,12% - 16%,2% - 3%,1.0% - 1.3%,7% - 9%,0.8% - 1.0%,1.5% - 2.0%,10%
หมา,เล็ก,1,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,ชะลอความเสื่อมของร่างกาย,2.5,720,38,19,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,2,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,ชะลอความเสื่อมของร่างกาย,2.5,720,60,30,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,3,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,ชะลอความเสื่อมของร่างกาย,2.5,720,78,39,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,4,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,ชะลอความเสื่อมของร่างกาย,2.5,720,95,47.5,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,5,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,ชะลอความเสื่อมของร่างกาย,2.5,720,110,55,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,6,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,ชะลอความเสื่อมของร่างกาย,2.5,720,125,62.5,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,7,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,ชะลอความเสื่อมของร่างกาย,2.5,720,138,69,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,8,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,ชะลอความเสื่อมของร่างกาย,2.5,720,151,75.5,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,9,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,ชะลอความเสื่อมของร่างกาย,2.5,720,164,82,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,10,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,ชะลอความเสื่อมของร่างกาย,2.5,720,176,88,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,1,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,บำรุงการทำงานของหัวใจ,2.5,720,38,19,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,2,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,บำรุงการทำงานของหัวใจ,2.5,720,60,30,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,3,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,บำรุงการทำงานของหัวใจ,2.5,720,78,39,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,4,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,บำรุงการทำงานของหัวใจ,2.5,720,95,47.5,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,5,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,บำรุงการทำงานของหัวใจ,2.5,720,110,55,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,6,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,บำรุงการทำงานของหัวใจ,2.5,720,125,62.5,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,7,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,บำรุงการทำงานของหัวใจ,2.5,720,138,69,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,8,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,บำรุงการทำงานของหัวใจ,2.5,720,151,75.5,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,9,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,บำรุงการทำงานของหัวใจ,2.5,720,164,82,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,10,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,บำรุงการทำงานของหัวใจ,2.5,720,176,88,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,1,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,ขัดฟันและลดกลิ่นปาก,2.5,720,38,19,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,2,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,ขัดฟันและลดกลิ่นปาก,2.5,720,60,30,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,3,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,ขัดฟันและลดกลิ่นปาก,2.5,720,78,39,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,4,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,ขัดฟันและลดกลิ่นปาก,2.5,720,95,47.5,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,5,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,ขัดฟันและลดกลิ่นปาก,2.5,720,110,55,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,6,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,ขัดฟันและลดกลิ่นปาก,2.5,720,125,62.5,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,7,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,ขัดฟันและลดกลิ่นปาก,2.5,720,138,69,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,8,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,ขัดฟันและลดกลิ่นปาก,2.5,720,151,75.5,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,9,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,ขัดฟันและลดกลิ่นปาก,2.5,720,164,82,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,10,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,ขัดฟันและลดกลิ่นปาก,2.5,720,176,88,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,1,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,รักษาสมดุลระบบทางเดินอาหาร,2.5,720,38,19,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,2,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,รักษาสมดุลระบบทางเดินอาหาร,2.5,720,60,30,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,3,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,รักษาสมดุลระบบทางเดินอาหาร,2.5,720,78,39,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,4,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,รักษาสมดุลระบบทางเดินอาหาร,2.5,720,95,47.5,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,5,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,รักษาสมดุลระบบทางเดินอาหาร,2.5,720,110,55,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,6,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,รักษาสมดุลระบบทางเดินอาหาร,2.5,720,125,62.5,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,7,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,รักษาสมดุลระบบทางเดินอาหาร,2.5,720,138,69,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,8,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,รักษาสมดุลระบบทางเดินอาหาร,2.5,720,151,75.5,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,9,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,รักษาสมดุลระบบทางเดินอาหาร,2.5,720,164,82,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,10,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,รักษาสมดุลระบบทางเดินอาหาร,2.5,720,176,88,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
หมา,เล็ก,1,1,0,โปรแพลนสุนัข สูตรสุนัขโต​ พันธุ์เล็กและพันธุ์ตุ๊กตา สูตรไก่,เม็ด,ชะลอความเสื่อมของร่างกาย,12,"2,749.00",38,19,2,27% - 30%,15% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.0%,10%
